tweet_id,username,created_at,lang,city_clean,likes,retweets,replies,mentions,reply_to_username,sentiment_roberta,confidence_roberta,polarity_roberta,sentiment_model2,confidence_model2,polarity_model2,sentiment,sentiment_score
1404779915690480128,sksui,Tue Jun 15 12:36:46 +0000 2021,in,depok,0,0,1,,sksui,neutral,0.9774356484413147,0.0,positive,0.9166978001594543,0.9166978001594543,positive,0.9166978001594543
1405053799530594048,tamerlane9470,Wed Jun 16 06:45:05 +0000 2021,in,,3,0,1,,tamerlane9470,negative,0.9923954010009766,-0.9923954010009766,negative,0.9757061004638672,-0.9757061004638672,negative,-0.9757061004638672
1404054047359847936,tamerlane9470,Sun Jun 13 12:32:25 +0000 2021,in,,0,0,0,mrs_enci,mrs_enci,negative,0.9823840856552124,-0.9823840856552124,neutral,0.6245291233062744,0.0,neutral,0.0
1404617540811120896,bemkmfkm_unand,Tue Jun 15 01:51:32 +0000 2021,in,padang,0,0,1,,bemkmfkm_unand,neutral,0.835331916809082,0.0,neutral,0.8385027647018433,0.0,neutral,0.0
1407249369301011968,benzichydi,Tue Jun 22 08:09:29 +0000 2021,in,,0,0,0,,rabyourbay,negative,0.6781206727027893,-0.6781206727027893,negative,0.7841670513153076,-0.7841670513153076,negative,-0.7841670513153076
1404676887188677120,ismki_wilayah4,Tue Jun 15 05:47:22 +0000 2021,in,,0,0,1,,,positive,0.4166893661022186,0.4166893661022186,positive,0.887027382850647,0.887027382850647,positive,0.887027382850647
1406868545498092032,virionae,Mon Jun 21 06:56:14 +0000 2021,in,,0,0,1,,virionae,negative,0.4503474831581116,-0.4503474831581116,negative,0.4832812249660492,-0.4832812249660492,negative,-0.4832812249660492
1404600780632444928,farisirfanp,Tue Jun 15 00:44:56 +0000 2021,in,,12,3,0,"edwardsuhadi, KawalCOVID19",edwardsuhadi,positive,0.9323539137840271,0.9323539137840271,positive,0.6068639159202576,0.6068639159202576,positive,0.6068639159202576
1407341924118302976,awmiawww,Tue Jun 22 14:17:16 +0000 2021,in,jakarta,1,0,0,,,negative,0.9893635511398315,-0.9893635511398315,negative,0.9889194369316101,-0.9889194369316101,negative,-0.9889194369316101
1408663319922180096,masabieee,Sat Jun 26 05:48:01 +0000 2021,in,,15,0,9,,seylalisa,negative,0.9827921986579895,-0.9827921986579895,negative,0.9954115748405457,-0.9954115748405457,negative,-0.9954115748405457
1404624853785669888,ulasan_co,Tue Jun 15 02:20:36 +0000 2021,in,,2,0,0,,,neutral,0.998138427734375,0.0,neutral,0.9841703176498413,0.0,neutral,0.0
1404327813851729920,iminneocity,Mon Jun 14 06:40:16 +0000 2021,in,,0,0,2,donquixotecb,donquixotecb,negative,0.9899534583091736,-0.9899534583091736,negative,0.9955593347549438,-0.9955593347549438,negative,-0.9955593347549438
1378252130931343104,liputan4com,Sat Apr 03 07:44:49 +0000 2021,in,makassar,0,0,0,,,neutral,0.9838367104530334,0.0,neutral,0.9797122478485107,0.0,neutral,0.0
1377882007984738048,rojewi,Fri Apr 02 07:14:05 +0000 2021,in,ende,0,0,0,,suxspend,negative,0.9933236241340637,-0.9933236241340637,negative,0.9602090716362,-0.9602090716362,negative,-0.9602090716362
1378024236552318976,republikaonline,Fri Apr 02 16:39:15 +0000 2021,in,jakarta,7,0,0,,,neutral,0.9855132699012756,0.0,positive,0.5358879566192627,0.5358879566192627,positive,0.5358879566192627
1378237128329489920,liputan4com,Sat Apr 03 06:45:12 +0000 2021,in,makassar,0,0,0,,,neutral,0.9979648590087891,0.0,neutral,0.9848988652229309,0.0,neutral,0.0
1380252712361550080,sleeping_dem0n,Thu Apr 08 20:14:25 +0000 2021,in,,0,0,1,subtanyarl,subtanyarl,negative,0.9958938360214233,-0.9958938360214233,negative,0.9946655035018921,-0.9946655035018921,negative,-0.9946655035018921
1409821694466818048,mbah_kholil01,Tue Jun 29 10:30:59 +0000 2021,in,,0,0,1,,mbah_kholil01,neutral,0.9823939800262451,0.0,neutral,0.9268338084220886,0.0,neutral,0.0
1406065101421965056,rutan_sidrap,Sat Jun 19 01:43:38 +0000 2021,in,sidenreng rappang,0,0,0,,rutan_sidrap,neutral,0.9940431714057922,0.0,positive,0.5309345722198486,0.5309345722198486,positive,0.5309345722198486
1404678835421946112,bemfibui,Tue Jun 15 05:55:06 +0000 2021,in,depok,0,0,1,,bemfibui,neutral,0.8349652886390686,0.0,negative,0.9608600735664368,-0.9608600735664368,negative,-0.9608600735664368
1408716465168032000,wuxihun94,Sat Jun 26 09:19:12 +0000 2021,in,,0,0,1,,,negative,0.9749842882156372,-0.9749842882156372,negative,0.9953723549842834,-0.9953723549842834,negative,-0.9953723549842834
1404614722935161088,jmkifarmasiuad,Tue Jun 15 01:40:21 +0000 2021,in,yogyakarta,0,0,1,,jmkifarmasiuad,neutral,0.9583699107170105,0.0,neutral,0.731671154499054,0.0,neutral,0.0
1407324013844517120,itskindaditta,Tue Jun 22 13:06:06 +0000 2021,in,,0,0,0,rakamazi_,rakamazi_,negative,0.6360647082328796,-0.6360647082328796,negative,0.8891288638114929,-0.8891288638114929,negative,-0.8891288638114929
1408330785959013888,barisandata,Fri Jun 25 07:46:39 +0000 2021,in,jakarta,0,0,0,,,neutral,0.6832644939422607,0.0,neutral,0.7594844698905945,0.0,neutral,0.0
1408557896254722048,ferascorp,Fri Jun 25 22:49:06 +0000 2021,in,,2,0,1,AdamPrabata,adamprabata,negative,0.6317464709281921,-0.6317464709281921,negative,0.9911102056503296,-0.9911102056503296,negative,-0.9911102056503296
1408338756055159040,awansore_,Fri Jun 25 08:18:19 +0000 2021,in,surakarta,0,0,0,schfess,schfess,neutral,0.5569801330566406,0.0,negative,0.9908193945884705,-0.9908193945884705,negative,-0.9908193945884705
1406065099782062080,rutan_sidrap,Sat Jun 19 01:43:37 +0000 2021,in,sidenreng rappang,0,0,1,,rutan_sidrap,neutral,0.9612772464752197,0.0,neutral,0.9135952591896057,0.0,neutral,0.0
1404669014513573888,lpm_hippocampus,Tue Jun 15 05:16:05 +0000 2021,in,,0,0,1,,,neutral,0.9181293249130249,0.0,positive,0.4866874516010284,0.4866874516010284,positive,0.4866874516010284
1404651604247077120,himalkomunri,Tue Jun 15 04:06:54 +0000 2021,in,baru,0,0,1,,himalkomunri,neutral,0.9332337975502014,0.0,positive,0.5412670969963074,0.5412670969963074,positive,0.5412670969963074
1409181897662471936,kacaang_,Sun Jun 27 16:08:40 +0000 2021,in,,21,1,1,"and_garcia26, Felixiswr",,negative,0.9461901783943176,-0.9461901783943176,negative,0.9432047009468079,-0.9432047009468079,negative,-0.9432047009468079
1409025201308724992,saymynameresky,Sun Jun 27 05:46:01 +0000 2021,in,,1,0,0,,,neutral,0.9572544097900391,0.0,neutral,0.7018344402313232,0.0,neutral,0.0
1389458943156449024,ekorpecah,Tue May 04 05:56:41 +0000 2021,in,,37,7,3,,,positive,0.5984809398651123,0.5984809398651123,negative,0.9681915640830994,-0.9681915640830994,negative,-0.9681915640830994
1385516309761256960,catshire23,Fri Apr 23 08:50:04 +0000 2021,in,,0,0,1,,,positive,0.8933711647987366,0.8933711647987366,negative,0.9951723217964172,-0.9951723217964172,negative,-0.9951723217964172
1389765692077968896,sojuhallal,Wed May 05 02:15:36 +0000 2021,in,,0,0,0,,,positive,0.611053466796875,0.611053466796875,negative,0.6414785981178284,-0.6414785981178284,negative,-0.6414785981178284
1385069201279262976,ksrpknstan,Thu Apr 22 03:13:25 +0000 2021,in,tangerang selatan,0,0,1,,ksrpknstan,neutral,0.8828043341636658,0.0,negative,0.6001697182655334,-0.6001697182655334,negative,-0.6001697182655334
1385069199639257088,ksrpknstan,Thu Apr 22 03:13:25 +0000 2021,in,tangerang selatan,0,0,1,,ksrpknstan,neutral,0.6361560225486755,0.0,neutral,0.5700339078903198,0.0,neutral,0.0
1385847751053771008,dinaslhdki,Sat Apr 24 06:47:06 +0000 2021,in,jakarta,3,2,0,,,neutral,0.5904904007911682,0.0,positive,0.5415778756141663,0.5415778756141663,positive,0.5415778756141663
1384809124160892928,thistiis,Wed Apr 21 09:59:58 +0000 2021,in,,0,0,0,,,negative,0.9954570531845093,-0.9954570531845093,negative,0.9957551956176758,-0.9957551956176758,negative,-0.9957551956176758
1387288502266600960,naragan6,Wed Apr 28 06:12:08 +0000 2021,in,,1,0,0,,,neutral,0.9868890047073364,0.0,neutral,0.9761530160903931,0.0,neutral,0.0
1385191259682217984,lpm_sinovia,Thu Apr 22 11:18:26 +0000 2021,in,makassar,0,0,1,,,neutral,0.9966344237327576,0.0,neutral,0.9796037077903748,0.0,neutral,0.0
1386670713935864064,radiokesehatan,Mon Apr 26 13:17:15 +0000 2021,in,,2,1,0,rs_persahabatan,,neutral,0.9468504190444946,0.0,neutral,0.9753544330596924,0.0,neutral,0.0
1385161466391666944,ismkmi,Thu Apr 22 09:20:03 +0000 2021,in,,1,0,1,,,neutral,0.4481605291366577,0.0,positive,0.9366101026535034,0.9366101026535034,positive,0.9366101026535034
1385467657541938944,lpm_sinovia,Fri Apr 23 05:36:44 +0000 2021,in,makassar,0,0,0,,,neutral,0.5325799584388733,0.0,positive,0.8087686896324158,0.8087686896324158,positive,0.8087686896324158
1385162003258383872,pkm_polowijen,Thu Apr 22 09:22:11 +0000 2021,in,malang,3,4,1,"dinkesjatim, PemkotMalang, KominfoMalang, Diskes_KoMal, PromkesK, infomalang",pkm_polowijen,neutral,0.6939389109611511,0.0,positive,0.5648571848869324,0.5648571848869324,positive,0.5648571848869324
1385189777960432128,lpm_sinovia,Thu Apr 22 11:12:33 +0000 2021,in,makassar,2,0,1,,,neutral,0.7714467644691467,0.0,positive,0.641432523727417,0.641432523727417,positive,0.641432523727417
1384054584688005120,himakesmashamka,Mon Apr 19 08:01:42 +0000 2021,in,,1,0,1,,,negative,0.5983860492706299,-0.5983860492706299,neutral,0.9453052878379822,0.0,neutral,0.0
1385199159477554944,cerdiksehat,Thu Apr 22 11:49:50 +0000 2021,in,,0,0,0,,,neutral,0.9788032174110413,0.0,neutral,0.7080080509185791,0.0,neutral,0.0
1396650918968401920,naragan6,Mon May 24 02:15:02 +0000 2021,in,,1,0,0,,,neutral,0.9337652325630188,0.0,neutral,0.871670663356781,0.0,neutral,0.0
1395978310048378880,dokterapin,Sat May 22 05:42:19 +0000 2021,in,jakarta,7,1,1,,dokterapin,neutral,0.5711513757705688,0.0,neutral,0.6707888841629028,0.0,neutral,0.0
1394804721953566976,jelliesmakeu,Tue May 18 23:58:54 +0000 2021,in,,0,0,1,,jelliesmakeu,negative,0.9962021708488464,-0.9962021708488464,negative,0.9949687123298645,-0.9949687123298645,negative,-0.9949687123298645
1395004088912257024,kompascom,Wed May 19 13:11:07 +0000 2021,in,jakarta,1,0,0,,,neutral,0.8076800107955933,0.0,negative,0.9361862540245056,-0.9361862540245056,negative,-0.9361862540245056
1390991392042754048,rutoswxgg,Sat May 08 11:26:05 +0000 2021,in,,0,0,2,,,negative,0.9984766840934753,-0.9984766840934753,negative,0.9840986132621765,-0.9840986132621765,negative,-0.9840986132621765
1392710325711998976,ilyasibra_,Thu May 13 05:16:31 +0000 2021,in,yogyakarta,0,0,0,niskarbud,niskarbud,neutral,0.8246771693229675,0.0,negative,0.9836957454681396,-0.9836957454681396,negative,-0.9836957454681396
1391347866891742976,shintaeffendi,Sun May 09 11:02:36 +0000 2021,in,,1,1,1,,,negative,0.4544788897037506,-0.4544788897037506,negative,0.8601204752922058,-0.8601204752922058,negative,-0.8601204752922058
1390469197751222016,kurnia_rudeanti,Fri May 07 00:51:05 +0000 2021,in,madiun,0,0,1,,kurnia_rudeanti,negative,0.6045291423797607,-0.6045291423797607,positive,0.7552077174186707,0.7552077174186707,positive,0.7552077174186707
1391973267901059072,lapaspolewali,Tue May 11 04:27:43 +0000 2021,in,polewali mandar,0,0,0,,,neutral,0.9976400136947632,0.0,neutral,0.9818882346153259,0.0,neutral,0.0
1405057261987275008,madiun_info,Wed Jun 16 06:58:50 +0000 2021,in,madiun,0,0,0,,,neutral,0.6410513520240784,0.0,neutral,0.7586304545402527,0.0,neutral,0.0
1404677202541613056,ismki_wilayah4,Tue Jun 15 05:48:37 +0000 2021,in,,0,0,1,,ismki_wilayah4,positive,0.4166893661022186,0.4166893661022186,positive,0.887027382850647,0.887027382850647,positive,0.887027382850647
1403960903540769024,crxsyah,Sun Jun 13 06:22:18 +0000 2021,in,balikpapan,1,1,1,,,negative,0.9957108497619629,-0.9957108497619629,negative,0.9089711904525757,-0.9089711904525757,negative,-0.9089711904525757
1406554230043800064,rivabays,Sun Jun 20 10:07:15 +0000 2021,in,,0,0,1,,rivabays,negative,0.5413227081298828,-0.5413227081298828,negative,0.9549052715301514,-0.9549052715301514,negative,-0.9549052715301514
1406552705380848128,haibundacom,Sun Jun 20 10:01:12 +0000 2021,in,,0,0,0,,,neutral,0.8340544104576111,0.0,neutral,0.6388224959373474,0.0,neutral,0.0
1404041748200919040,diasartup,Sun Jun 13 11:43:33 +0000 2021,in,,0,0,0,menfesssyg,menfesssyg,negative,0.9242666363716125,-0.9242666363716125,negative,0.9860379099845886,-0.9860379099845886,negative,-0.9860379099845886
1404604913838019072,bemfkmuniska,Tue Jun 15 01:01:22 +0000 2021,in,banjarmasin,1,0,1,,bemfkmuniska,neutral,0.9109755158424377,0.0,positive,0.5681082606315613,0.5681082606315613,positive,0.5681082606315613
1408785104986464000,kominfobekasi,Sat Jun 26 13:51:57 +0000 2021,in,bekasi,4,1,1,IndonesiaBaikId,,neutral,0.6217726469039917,0.0,negative,0.8738263249397278,-0.8738263249397278,negative,-0.8738263249397278
1404605716229352960,merdekadotcom,Tue Jun 15 01:04:33 +0000 2021,in,,1,0,0,,,neutral,0.7484666705131531,0.0,positive,0.5018853545188904,0.5018853545188904,positive,0.5018853545188904
1409869263544930048,elit_local,Tue Jun 29 13:40:01 +0000 2021,in,,2,0,0,,endridok,positive,0.9363247156143188,0.9363247156143188,negative,0.5185158848762512,-0.5185158848762512,negative,-0.5185158848762512
1405465245737438976,mommiesdaily,Thu Jun 17 10:00:01 +0000 2021,in,jakarta,0,0,0,,,neutral,0.8340544104576111,0.0,neutral,0.6388224959373474,0.0,neutral,0.0
1406240806738877952,unsdiana,Sat Jun 19 13:21:49 +0000 2021,in,,0,0,0,,,negative,0.7162541151046753,-0.7162541151046753,positive,0.5148440003395081,0.5148440003395081,positive,0.5148440003395081
1406093764855173120,lapas_watampone,Sat Jun 19 03:37:32 +0000 2021,in,,1,0,0,,,neutral,0.9974260926246643,0.0,neutral,0.9829463958740234,0.0,neutral,0.0
1407563289211531008,guyubrahardjo,Wed Jun 23 04:56:54 +0000 2021,in,jakarta,4,0,1,"RachmatAriyanto, RAMujiyono, Dagdigduq, setkabgoid, satgascovid19id",rachmatariyanto,negative,0.5459306836128235,-0.5459306836128235,positive,0.3791869282722473,0.3791869282722473,positive,0.3791869282722473
1404726894193364992,motherandbeyond,Tue Jun 15 09:06:04 +0000 2021,in,,0,0,0,,,neutral,0.9165143370628357,0.0,neutral,0.9065526127815247,0.0,neutral,0.0
1404620780525154048,bemfilkomub,Tue Jun 15 02:04:25 +0000 2021,in,,0,0,1,,bemfilkomub,neutral,0.9947351217269897,0.0,neutral,0.9797117114067078,0.0,neutral,0.0
1404617542321118976,bemkmfkm_unand,Tue Jun 15 01:51:33 +0000 2021,in,padang,0,0,1,,bemkmfkm_unand,neutral,0.7434205412864685,0.0,neutral,0.8239720463752747,0.0,neutral,0.0
1406065097680723968,rutan_sidrap,Sat Jun 19 01:43:37 +0000 2021,in,sidenreng rappang,0,0,1,,,neutral,0.9972694516181946,0.0,neutral,0.9759997725486755,0.0,neutral,0.0
1385091661299027968,fkui_library,Thu Apr 22 04:42:40 +0000 2021,in,jakarta,2,0,0,,,neutral,0.9807499051094055,0.0,neutral,0.9017454385757446,0.0,neutral,0.0
1384449258900759040,ambros32,Tue Apr 20 10:09:59 +0000 2021,in,bekasi,0,0,0,,,negative,0.8135534524917603,-0.8135534524917603,negative,0.9617598652839661,-0.9617598652839661,negative,-0.9617598652839661
1387346127075299072,pempekmirah,Wed Apr 28 10:01:06 +0000 2021,in,,0,0,0,,,neutral,0.5161841511726379,0.0,negative,0.8992574214935303,-0.8992574214935303,negative,-0.8992574214935303
1388356738152206080,radenrandyjun,Sat May 01 04:56:55 +0000 2021,in,,1,0,0,Wariman_,artske,neutral,0.7900117039680481,0.0,negative,0.9876732230186462,-0.9876732230186462,negative,-0.9876732230186462
1388841947259825920,mangyu97_k,Sun May 02 13:04:58 +0000 2021,in,surabaya,0,0,0,,,negative,0.7586498856544495,-0.7586498856544495,negative,0.9917910099029541,-0.9917910099029541,negative,-0.9917910099029541
1383960440389005056,bemfkmuniska,Mon Apr 19 01:47:36 +0000 2021,in,banjarmasin,2,0,0,,bemfkmuniska,positive,0.4386322200298309,0.4386322200298309,positive,0.9294546246528625,0.9294546246528625,positive,0.9294546246528625
1383960531761975040,bemfkmuniska,Mon Apr 19 01:47:58 +0000 2021,in,banjarmasin,3,0,0,,bemfkmuniska,neutral,0.4029557406902313,0.0,positive,0.9749837517738342,0.9749837517738342,positive,0.9749837517738342
1385165797866106880,himakbmkmunsoed,Thu Apr 22 09:37:16 +0000 2021,in,,0,0,1,,himakbmkmunsoed,neutral,0.9972526431083679,0.0,positive,0.959363579750061,0.959363579750061,positive,0.959363579750061
1384557751527907072,mediaindonesia,Tue Apr 20 17:21:06 +0000 2021,in,jakarta,0,0,0,,,negative,0.7637449502944946,-0.7637449502944946,negative,0.9433079957962036,-0.9433079957962036,negative,-0.9433079957962036
1401553119129914880,nanadprit,Sun Jun 06 14:54:37 +0000 2021,in,tangerang,0,0,0,bertanyarl,bertanyarl,negative,0.9657449126243591,-0.9657449126243591,negative,0.9413186311721802,-0.9413186311721802,negative,-0.9413186311721802
1397430525086768896,chrizmaann,Wed May 26 05:52:54 +0000 2021,in,,4,0,2,"Fah_rzal20, Baracuda1818",fah_rzal20,negative,0.7313113808631897,-0.7313113808631897,neutral,0.6781167984008789,0.0,neutral,0.0
1398519282850418944,maharanieka98,Sat May 29 05:59:14 +0000 2021,in,jakarta,0,0,0,,,negative,0.3483582139015198,-0.3483582139015198,positive,0.7649278044700623,0.7649278044700623,positive,0.7649278044700623
1397724412296663040,naragan6,Thu May 27 01:20:43 +0000 2021,in,,1,0,0,,,positive,0.8085513710975647,0.8085513710975647,positive,0.6005765199661255,0.6005765199661255,positive,0.6005765199661255
1402952874892485120,erninayy,Thu Jun 10 11:36:45 +0000 2021,in,bekasi,0,0,0,afrkml,afrkml,negative,0.9530625939369202,-0.9530625939369202,negative,0.9210191369056702,-0.9210191369056702,negative,-0.9210191369056702
1397058229138432000,zeeazura,Tue May 25 05:13:32 +0000 2021,in,tegal,1,0,1,"AnggardaBoedi, ferizandra, msaid_didu",anggardaboedi,negative,0.4578118920326233,-0.4578118920326233,negative,0.7664576768875122,-0.7664576768875122,negative,-0.7664576768875122
1399960372451361024,megahmark,Wed Jun 02 05:25:37 +0000 2021,in,manado,0,0,0,,,neutral,0.9983110427856445,0.0,neutral,0.9838863611221313,0.0,neutral,0.0
1402203691755606016,mynaevisz,Tue Jun 08 09:59:46 +0000 2021,in,,1,0,0,,,negative,0.8947663307189941,-0.8947663307189941,negative,0.5836113691329956,-0.5836113691329956,negative,-0.5836113691329956
1400905846247236096,shintaeffendi,Fri Jun 04 20:02:35 +0000 2021,in,,0,0,1,"katzen_jammer, Hamas191",katzen_jammer,negative,0.9973948001861572,-0.9973948001861572,negative,0.9729058146476746,-0.9729058146476746,negative,-0.9729058146476746
1397188134157304064,naragan6,Tue May 25 13:49:44 +0000 2021,in,,1,0,0,,,neutral,0.9839807152748108,0.0,neutral,0.9224338531494141,0.0,neutral,0.0
1402158780943539968,naragan6,Tue Jun 08 07:01:18 +0000 2021,in,,1,0,0,,,neutral,0.9915542006492615,0.0,neutral,0.9702592492103577,0.0,neutral,0.0
1403389563867894016,detikhealth,Fri Jun 11 16:32:00 +0000 2021,in,jakarta,3,0,0,,,neutral,0.9621159434318542,0.0,neutral,0.9796847105026245,0.0,neutral,0.0
1399292505078697984,antara_jabar,Mon May 31 09:11:45 +0000 2021,in,,0,0,0,,,neutral,0.9987518787384033,0.0,neutral,0.9827841520309448,0.0,neutral,0.0
1401432312374469120,posiepoppy,Sun Jun 06 06:54:35 +0000 2021,in,,5,2,0,,,neutral,0.9983611702919006,0.0,neutral,0.9785599112510681,0.0,neutral,0.0
1396786577490137088,kompascom,Mon May 24 11:14:05 +0000 2021,in,jakarta,0,0,0,,,neutral,0.668838381767273,0.0,neutral,0.9342671036720276,0.0,neutral,0.0
1393418512157138944,linmaskotasolo,Sat May 15 04:10:36 +0000 2021,in,surakarta,1,0,0,"satpolpp_jateng, BudiyantoEp, JtgOtda, Satpolpp_SKA, ArifJaya18, PEMKOT_SOLO",,neutral,0.997612476348877,0.0,neutral,0.9835721850395203,0.0,neutral,0.0
